Канал;Дата;Тематика;Текст;Посилання
@mistoboyarka;2026-03-30 07:01;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 30 березня – 3 квітня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійсн...;https://t.me/mistoboyarka/14298
@mistoboyarka;2026-03-23 07:50;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 23–29 березня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється з...;https://t.me/mistoboyarka/14210
@mistoboyarka;2026-03-09 07:55;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 9–13 березня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за...;https://t.me/mistoboyarka/14104
@mistoboyarka;2026-03-04 14:45;👐 Реабілітація | 🏥 Медицина;📲Запрошуємо мешканців Боярської громади взяти участь у опитуванні про реабілітаційні послуги Боярська громада бере участь у проєкті «Шлях у реабілітації: від області до громади», спрямованому на розбудову системи реабілітаційних та супутніх послуг у ...;https://t.me/mistoboyarka/14088
@mistoboyarka;2026-03-02 08:18;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 2–6 березня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за ...;https://t.me/mistoboyarka/14064
@mistoboyarka;2026-02-23 07:50;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 23–27 лютого 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за...;https://t.me/mistoboyarka/13996
@mistoboyarka;2026-02-21 12:49;🏗️ Інфраструктура | 🤝 Загальна безбар'єрність;✍️БФ «Право на захист» проводить збір даних для участі в програмі багатоцільової грошової допомоги. 🗓 24 лютого, вівторок 🕥 10:30–16:00 📍 м. Боярка, вул. Білогородська, 23б (Громадський простір «Ветеран ПРО Боярка») ❗️Формат: жива черга Сума допомоги...;https://t.me/mistoboyarka/13991
@mistoboyarka;2026-02-16 08:20;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 16–20 лютого 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за...;https://t.me/mistoboyarka/13925
@mistoboyarka;2026-02-10 15:33;🤝 Загальна безбар'єрність;🙌Служба у справах дітей Боярської міської ради розпочинає підготовку до організації оздоровлення та відпочинку дітей у 2026 році ✍️Щоб дитина була включена до переліку на оздоровлення або відпочинок у 2026 році, батьки або законні представники мають ...;https://t.me/mistoboyarka/13878
@mistoboyarka;2026-02-09 07:30;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 9–13 лютого 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за ...;https://t.me/mistoboyarka/13838
@mistoboyarka;2026-02-03 14:24;👐 Реабілітація;Центр життєстійкості Боярської громади запрошує відвідати індивідуальні та групові психологічні консультації – групи взаємодопомоги. Оголошується новий набір до групи «Самодопомога плюс». Для підлітків у Центрі життєстійкості функціонують групові кур...;https://t.me/mistoboyarka/13798
@mistoboyarka;2026-02-02 07:42;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 2–6 лютого 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за н...;https://t.me/mistoboyarka/13780
@mistoboyarka;2026-01-30 14:10;👐 Реабілітація;"Комплексна підтримка ветеранів війни, демобілізованих Захисників і Захисниць України та членів їхніх сімей Боярської громади - у комунальній установі «ВЕТЕРАН ПРО». Хто може отримати допомогу: 🔹ветерани війни; 🔹демобілізовані військовослужбовці; 🔹чле...";https://t.me/mistoboyarka/13778
@mistoboyarka;2026-01-26 08:24;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 26–30 січня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за ...;https://t.me/mistoboyarka/13742
@mistoboyarka;2026-01-16 13:45;👐 Реабілітація;📲Державні послуги для ветеранів, ветеранок та їхніх сімей — у кілька кліків. 💼 На платформі Ветеран Pro зібрана перевірена інформація про державні сервіси: лікування й реабілітацію, фінансову підтримку, пільги, навчання, перекваліфікацію, можливості ...;https://t.me/mistoboyarka/13673
@mistoboyarka;2026-01-12 07:30;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 12–16 січня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за ...;https://t.me/mistoboyarka/13614
@mistoboyarka;2026-01-05 07:46;🏥 Медицина;🗓 КНП «Лікарня інтенсивного лікування Боярської міської ради» повідомляє про розклад прийому вузьких спеціалістів консультативно-діагностичного центру на 5–9 січня 2026 року. 📝Запис на консультацію/лікування до вузьких спеціалістів здійснюється за на...;https://t.me/mistoboyarka/13552
@brovarycitycouncil;2026-09-21 12:13;🏗️ Інфраструктура;Потрібна психологічна підтримка? Є можливість отримати її безоплатно Міністерство у справах ветеранів України веде Реєстр надавачів послуг із психологічної допомоги для ветеранів і членів їхніх сімей. У ньому можна знайти фахівців та організації, які...;https://t.me/brovarycitycouncil/28171
@brovarycitycouncil;2026-09-21 10:41;⚽ Спорт;Броварські майстри-«рукопашники» взяли активну участь у Кубку Президента з рукопашного бою У селі Поляниця Івано-Франківської області відбувся Кубок Президента України-2026 з рукопашного бою серед представників сектору безпеки й оборони. Турнір прове...;https://t.me/brovarycitycouncil/28159
@brovarycitycouncil;2026-09-16 13:17;🤝 Загальна безбар'єрність;За ініціативи Мінветеранів реалізується програма з надання безоплатних послуг корекції рубцевих змін шкіри після травм та опіків, що діє протягом 2026 року. 🔷️Хто може отримати послуги? ▪️ учасники бойових дій ▪️ особи з інвалідністю внаслідок війни ...;https://t.me/brovarycitycouncil/28026
@brovarycitycouncil;2026-09-16 11:56;🏥 Медицина;Новий сайт про мережу Барнахус в Україні: результати, досвід та корисні матеріали Запрацював національний інформаційно-методичний портал «[Барнахус Україна](https://barnahus.org.ua/)». Тут можна дізнатися, як працює мережа центрів захисту дитини за м...;https://t.me/brovarycitycouncil/28018
@brovarycitycouncil;2026-09-16 10:44;🤝 Загальна безбар'єрність;Презентація результатів опитування з питань гендерної рівності у Броварській громаді Броварська міська територіальна громада спільно з європейськими партнерами з ФРН, Словенії, Греції та Румунії продовжує реалізацію проєкту «Європейські перспективи: ...;https://t.me/brovarycitycouncil/28001
@brovarycitycouncil;2026-09-14 11:03;⚽ Спорт | 👐 Реабілітація;У Броварах відбувся інклюзивний спортивний фестиваль для дітей з особливими потребами під гаслом «Ти важливий, твоя сила вражає» У п’ятницю, 11 вересня, до Дня працівників фізичної культури та спорту України відбувся інклюзивний спортивний фестиваль ...;https://t.me/brovarycitycouncil/27906
@brovarycitycouncil;2026-09-14 07:43;👐 Реабілітація;💙💛 КП «Оздоровчо-реабілітаційний центр» надає безкоштовні оздоровчі, реабілітаційні та психологічні послуги для Захисників і Захисниць України. 🏊 Для Захисників та Захисниць доступні: • відвідування басейну — самостійне плавання, заняття з інструктор...;https://t.me/brovarycitycouncil/27866
@brovarycitycouncil;2026-09-11 11:52;👐 Реабілітація;За силою — характер, за перемогами — щоденна праця Напередодні Дня фізичної культури і спорту міський голова Ігор Сапожко привітав представників спортивної спільноти громади та відзначив тих, хто щодня своєю працею розвиває фізичну культуру і спорт у...;https://t.me/brovarycitycouncil/27845
@brovarycitycouncil;2026-09-02 10:59;👐 Реабілітація;У Броварах відкрили меморіальну дошку на честь Захисника України Івана Самойлова Сьогодні, 2 вересня, у Броварах відбулося відкриття меморіальної дошки на честь нашого земляка Івана Вікторовича Самойлова. Меморіальну дошку встановили на будинку, де ж...;https://t.me/brovarycitycouncil/27613
@brovarycitycouncil;2026-09-01 11:34;👐 Реабілітація;01 вересня під головуванням заступника міського голови Петра Бабича відбулося 44 чергове засідання виконавчого комітету Броварської міської ради Під час засідання члени виконавчого комітету опрацювали та ухвалили 11 проєктів рішень, які стосувалися п...;https://t.me/brovarycitycouncil/27580
@brovarycitycouncil;2026-08-31 11:56;🤝 Загальна безбар'єрність;Реформи в дії: стратегія створення освіти майбутнього Напередодні 1 вересня освітянська спільнота Броварської міської територіальної громади зібралася на традиційному серпневому форумі у Палаці творчості дітей та юнацтва. Подія стала потужним стратег...;https://t.me/brovarycitycouncil/27532
@brovarycitycouncil;2026-08-28 07:36;🤝 Загальна безбар'єрність;Паперове посвідчення ветерана (учасника бойових дій, особи з інвалідністю внаслідок війни, члена родини загиблого) можна відновити у разі втрати або пошкодження. ☝️Водночас важливо знати: електронне посвідчення ветерана у застосунку Дія має таку ж юр...;https://t.me/brovarycitycouncil/27464
@brovarycitycouncil;2026-08-27 12:55;🤝 Загальна безбар'єрність;«БЕЗ МЕЖ»: новий проєкт підтримки ветеранів та їхніх родин в Україні Що передбачає проєкт? Єдина платформа підтримки: зручний доступ до спеціальних пропозицій, знижок на товари та послуги від партнерів проєкту. Професійна реалізація: сприяння працевл...;https://t.me/brovarycitycouncil/27451
@brovarycitycouncil;2026-08-26 10:51;🚌 Транспорт;Днями Бровари мали честь приймати високу представницьку делегацію Європейського Союзу, до складу якої увійшли представники Бундестагу Федеративної Республіки Німеччина та Європейського парламенту. Делегацію очолив Йоханнес Фолькманн (Johannes Volkman...;https://t.me/brovarycitycouncil/27357
@brovarycitycouncil;2026-08-26 10:20;👐 Реабілітація | 🤝 Загальна безбар'єрність;До 31 серпня триває набір до інкубаційної програми StartUp4Family: Kyiv region для команд, громадських організацій та соціальних підприємств, які створюють або планують розвивати рішення для родин ВПО з дітьми у Києві та Київській області. До участі ...;https://t.me/brovarycitycouncil/27346
@brovarycitycouncil;2026-08-26 08:33;👐 Реабілітація;«Карпатський виклик – 2026»: запрошуємо ветеранів до участі 5–6 вересня 2026 року в Ужгороді відбудеться другий етап Всеукраїнського рейтингового турніру «Карпатський виклик» серед військовослужбовців та ветеранів, які отримали поранення внаслідок ві...;https://t.me/brovarycitycouncil/27344
@brovarycitycouncil;2026-08-26 07:53;⚽ Спорт | 🤝 Загальна безбар'єрність;До уваги мешканців громади: затверджено нове Положення про санаторно-курортне оздоровлення Рішенням виконавчого комітету Броварської міської ради від 18.08.2026 № 1009 затверджено Положення про порядок забезпечення санаторно-курортним оздоровленням о...;https://t.me/brovarycitycouncil/27343
@brovarycitycouncil;2026-08-25 08:09;👐 Реабілітація;Повага, гідність та принцип «помічати людину, а не її травму» — це основа взаємодії з людьми з інвалідністю. Розповідаємо, як правильно добирати слова, коли доречно пропонувати допомогу і яких фраз краще уникати у спілкуванні з людиною з ампутованою ...;https://t.me/brovarycitycouncil/27282
@brovarycitycouncil;2026-08-21 10:39;🤝 Загальна безбар'єрність;Міністерство у справах ветеранів України продовжує виплату грошової компенсації за оренду житла відповідно до постанови Кабінету Міністрів України №252. 📌Право на виплату мають: - ветерани й ветеранки зі статусом УБД або особи з інвалідністю внаслідо...;https://t.me/brovarycitycouncil/27178
@brovarycitycouncil;2026-08-19 12:26;🤝 Загальна безбар'єрність;Броварська громада – у діалозі про майбутнє дошкільної освіти! 17 серпня 2026 року Броварська міська територіальна громада підтвердила свою активну позицію у реформуванні дошкільної освіти під час панельної дискусії, організованої Міністерством освіт...;https://t.me/brovarycitycouncil/27109
@brovarycitycouncil;2026-08-19 11:47;👐 Реабілітація;17 серпня у КІП «ТепЛиця» відбулося урочисте відкриття Тижня Незалежності України — «35 років Незалежності: творимо майбутнє разом». Захід, організований КЗ «КІП «ТепЛиця» та КЗ «Броварський міський ветеранський центр «Ветеран Про», об’єднав представ...;https://t.me/brovarycitycouncil/27097
@brovarycitycouncil;2026-08-19 10:29;🚌 Транспорт;"✅ НАГАДУЄМО! 🚖 В нашій громаді працює ""СОЦІАЛЬНЕ ТАКСІ"" 🔼 Тільки за минулий тиждень надано 46 послуг ☝️ Загалом з початку роботи Соціального таксі виконано 2 148 замовлень 📝 На наступний тиждень вже заплановано 42 поїздки ❗️ Для попереднього формуван...";https://t.me/brovarycitycouncil/27087
@brovarycitycouncil;2026-08-19 07:58;🏥 Медицина;👩‍⚕️ Де безоплатно пройти ультразвукове дослідження (УЗД), яке призначив лікар? Розповідаємо докладно УЗД входить до пакета «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах». Тож вам потрібна поліклініка або діагностичний ...;https://t.me/brovarycitycouncil/27062
@brovarycitycouncil;2026-08-18 13:43;⚽ Спорт | 👐 Реабілітація | 🤝 Загальна безбар'єрність;Департамент соціального захисту населення Київської обласної військової адміністрації поновлює прийом заяв про здійснення заходів із реабілітації дитини з інвалідністю за рахунок коштів обласного бюджету відповідно до заходу Київської обласної цільов...;https://t.me/brovarycitycouncil/27033
@brovarycitycouncil;2026-08-14 10:34;🏥 Медицина | 🤝 Загальна безбар'єрність;"Одноразова компенсація людям з інвалідністю, які постраждали від вибухонебезпечних предметів: як отримати ✔️Хто може отримати - люди з інвалідністю; - діти з інвалідністю до 18 років. Якщо інвалідність встановили через ушкодження здоров’я, отримані в...";https://t.me/brovarycitycouncil/26918
@brovarycitycouncil;2026-08-14 07:31;⚽ Спорт | 👐 Реабілітація;Забезпечення дітей з інвалідністю реабілітаційними послугами здійснюється відповідно до постанови Кабінету Міністрів України від 27.12.2019 № 309 «Про затвердження Порядку використання коштів, передбачених у державному бюджеті для здійснення реабіліт...;https://t.me/brovarycitycouncil/26912
@brovarycitycouncil;2026-08-13 07:12;👐 Реабілітація;Шановні ветерани і ветеранки, члени ваших родин, родини зниклих безвісти та сім’ї загиблих Захисників і Захисниць КІП «ТепЛиця» та МВЦ «Ветеран ПРО» 17.08.2026 запрошують на спільну зустріч «Незалежність починається з нас». Це можливість об’єднатися,...;https://t.me/brovarycitycouncil/26871
@brovarycitycouncil;2026-08-12 12:14;⚽ Спорт;📌 Родичі загиблих, полонених та зниклих безвісти ветеранів війни можуть отримати відомості з Єдиного державного реєстру ветеранів війни (ЄДРВВ). ℹ️ Витяг з Реєстру потрібен для підтвердження статусу та оформлення пільг, зокрема щодо: ▪️ поліпшення жи...;https://t.me/brovarycitycouncil/26849
@brovarycitycouncil;2026-08-12 11:03;🤝 Загальна безбар'єрність;За ініціативи Мінветеранів реалізується програма з надання безоплатних послуг корекції рубцевих змін шкіри після травм та опіків, що діє протягом 2026 року. Станом на зараз лікування в межах програми проходять 68 людей. 🔹Хто може отримати послуги? ▪️...;https://t.me/brovarycitycouncil/26842
@brovarycitycouncil;2026-08-11 13:00;⚽ Спорт;🎓 Запрошення дітей до участі в безоплатній освітній програмі Supporting Children of Ukrainian Heroes Благодійний фонд приватного закладу освіти «Міжнародна школа “Львів Брітіш Скул” м. Львів» у межах всеукраїнської благодійної освітньої ініціативи Su...;https://t.me/brovarycitycouncil/26802
@brovarycitycouncil;2026-08-11 10:52;👐 Реабілітація;Надія та підтримка для родин: у Броварах стартував проєкт «Видиме коло» 10 серпня у Броварах відбулася перша зустріч у межах проєкту психосоціальної підтримки «Видиме коло», створеного для матерів, які виховують дітей з розладами аутистичного спектра...;https://t.me/brovarycitycouncil/26790
@brovarycitycouncil;2026-08-10 12:35;⚽ Спорт | 🤝 Загальна безбар'єрність;Мікрофінансування ветеранського бізнесу Український ветеранський фонд Мінветеранів реалізує програму з мікрофінансування ветеранського бізнесу. Програма передбачає компенсацію до 20 тисяч гривень за предмети і товари, придбані для ведення ветерансько...;https://t.me/brovarycitycouncil/26744
@brovarycitycouncil;2026-08-10 10:44;👐 Реабілітація;Як ветеранам і ветеранкам знайти фахівця із супроводу та отримати допомогу 🔹 У громадах по всій Україні вже працюють майже 3000 фахівців із супроводу ветеранів війни та демобілізованих осіб. Їхнє завдання — допомогти Захисникам і Захисницям та їхнім ...;https://t.me/brovarycitycouncil/26730
@brovarycitycouncil;2026-08-06 06:59;👐 Реабілітація;Мінветеранів та Пенсійний фонд України (ПФУ) затвердили Порядок взаємодії працівників територіальних органів ПФУ та фахівців із супроводу ветеранів війни та демобілізованих осіб. Відповідний наказ Мінветеранів (від 30 червня 2026 року № 831) та поста...;https://t.me/brovarycitycouncil/26625
@brovarycitycouncil;2026-08-04 13:41;🤝 Загальна безбар'єрність;«БЕЗ МЕЖ»: новий проєкт підтримки ветеранів та їхніх родин в Україні В умовах триваючої збройної агресії проти України особливого значення набуває створення ефективних механізмів підтримки ветеранів, ветеранок та членів їхніх родин. Йдеться про повно...;https://t.me/brovarycitycouncil/26581
@brovarycitycouncil;2026-08-04 11:18;🏗️ Інфраструктура;🏫 Змінюйте місце реєстрації в гуртожитку — онлайн через Дію Оформлюйте реєстрацію без паперів і візитів до ЦНАП. Подайте заяву на порталі Дія, дочекайтеся погодження від закладу освіти, оплатіть послугу — і очікуйте на рішення про реєстрацію. Як змін...;https://t.me/brovarycitycouncil/26561
@brovarycitycouncil;2026-08-03 12:54;⚽ Спорт;🎓 Безкоштовне навчання для дітей українських Захисників і Захисниць Благодійний фонд Lviv British School у межах всеукраїнської освітньої ініціативи Supporting Children of Ukrainian Heroes запрошує дітей українських Захисників і Захисниць на повністю...;https://t.me/brovarycitycouncil/26532
@brovarycitycouncil;2026-08-03 11:48;🤝 Загальна безбар'єрність;Український аналітичний центр [Інститут Законодавчих Ідей (ІЗІ) ](https://izi.institute/) з 2022 року працює над тим, щоб притягнути агресора до фінансової відповідальності та забезпечити відшкодування завданої шкоди за рахунок росії. Від кількості т...;https://t.me/brovarycitycouncil/26528
@brovarycitycouncil;2026-08-03 08:09;👐 Реабілітація | 🤝 Загальна безбар'єрність;📌 Компенсація витрат на оренду житла для ветеранів та ветеранок Ветерани та ветеранки, які після звільнення зі служби потребують оренди житла, можуть скористатися державною програмою компенсації витрат на найм помешкання. Хто має право на компенсацію...;https://t.me/brovarycitycouncil/26505
@brovarycitycouncil;2026-08-03 07:28;⚽ Спорт | 👐 Реабілітація;🏀 У Броварах відбувся Всеукраїнський турнір зі стрітболу «Hope Wins» на кріслах колісних серед ветеранів У суботу, 1 серпня, на баскетбольному майданчику в парку відпочинку «Перемоги» відбувся Всеукраїнський турнір зі стрітболу «Hope Wins» («Надія пе...;https://t.me/brovarycitycouncil/26495
@brovarycitycouncil;2026-07-31 10:16;👐 Реабілітація;🦷 Безкоштовне зуболікування та протезування для ветеранів і військових Держава компенсує витрати на стоматологічні послуги для УБД, осіб з інвалідністю внаслідок війни та військовослужбовців. Скористатися програмою можна в будь-якому регіоні України,...;https://t.me/brovarycitycouncil/26465
@brovarycitycouncil;2026-07-30 11:09;🤝 Загальна безбар'єрність;Як отримати компенсацію витрат за облаштування робочого місця для людини з інвалідністю 🔹В Україні роботодавці можуть отримати компенсацію за облаштування робочих місць для своїх працівників, які є людьми з інвалідністю. Це стосується і ветеранів й в...;https://t.me/brovarycitycouncil/26434
@brovarycitycouncil;2026-07-28 13:57;👐 Реабілітація;У Броварській громаді відбувся захід, присвячений передачі спеціалізованих триколісних електроскутерів українським захисникам, які внаслідок бойових дій отримали важкі поранення та ампутації. Ініціатива реалізована в межах програми «Турбота» за підтр...;https://t.me/brovarycitycouncil/26366
@brovarycitycouncil;2026-07-28 10:34;👐 Реабілітація;У Броварській стоматології відкрилися нові цифрові можливості! Міський голова Ігор Сапожко відвідав Броварську міську стоматологічну поліклініку, де ознайомився із сучасним високотехнологічним обладнанням, що піднімає якість стоматологічних послуг у ...;https://t.me/brovarycitycouncil/26339
@brovarycitycouncil;2026-07-22 10:25;👐 Реабілітація;ГО «Лікарське товариство Буковини «Взаємопоміч» пропонує співпрацю в межах Синергійної Системи Захисту Життя та Взаємодопомоги — комплексного підходу, спрямованого на підтримку здоров’я, профілактику захворювань, лікування та реабілітацію, зокрема ве...;https://t.me/brovarycitycouncil/26218
@brovarycitycouncil;2026-07-20 10:15;🚌 Транспорт;"🚖 В нашій громаді працює ""СОЦІАЛЬНЕ ТАКСІ"" ✅ За минулий тиждень надано 34 послуги ☝️ Загалом з початку роботи Соціального таксі виконано 1 971 замовлення 📝 На наступний тиждень вже заплановано 34 поїздки ❗️Нагадую – для попереднього формування графік...";https://t.me/brovarycitycouncil/26157
@brovarycitycouncil;2026-07-20 08:45;🚌 Транспорт | ⚽ Спорт | 👐 Реабілітація | 🏗️ Інфраструктура;✅ Нагадуємо! 🔹У Броварському міському ветеранському центрі «Ветеран ПРО» діє послуга соціального таксі для ветеранів. 🔸Запрошуємо ветеранів скористатися послугою соціального таксі — зручною можливістю безпечно та комфортно дістатися до лікарні, держа...;https://t.me/brovarycitycouncil/26142
@brovarycitycouncil;2026-07-17 11:41;🤝 Загальна безбар'єрність;📌 Інформаційна пам’ятка 👤 Якщо у громаді є людина без документів, вона може отримати безоплатні правничі послуги від системи надання безоплатної правничої допомоги (БПД). Система надання БПД — це державна мережа точок доступу до правничих послуг по в...;https://t.me/brovarycitycouncil/26118
@brovarycitycouncil;2026-07-16 08:03;⚽ Спорт | 👐 Реабілітація;[📲Ветеран](https://veteranpro.gov.ua/?fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEybXVMVGNNeXdvRlA1Y3lRc3NydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR5nsXmntuMabTOKSavixOpAba2soQ-_ARGMa95MeSnoLSZZteUHCQU5oVVkPA_aem_EvmBi7Myr3t24pRl5ldE7w) PRO — єдина платформа з усіє...;https://t.me/brovarycitycouncil/26096
@brovarycitycouncil;2026-07-15 13:02;👐 Реабілітація;Мінветеранів продовжує виплату грошової компенсації за оренду житла відповідно до постанови КМУ №252. Програма спрямована на підтримку ветеранів, ветеранoк та їхні родини, у яких власне житло втрачено, пошкоджено або тимчасово недоступне, а також у с...;https://t.me/brovarycitycouncil/26077
@brovarycitycouncil;2026-07-14 11:18;🤝 Загальна безбар'єрність;єОселя під 3% для ветеранів, ветеранок та сімей полеглих воїнів доступна з 17 липня Важлива інформація для людей, які захищали Україну, та членів родин тих, хто віддав за неї життя. Вже з 17 липня вже можете скористатися державною програмою доступног...;https://t.me/brovarycitycouncil/26032
@brovarycitycouncil;2026-07-13 08:37;⚽ Спорт;П’ять нагород Людмили Даниліної на Європейських літніх іграх Паралегкоатлетка з Броварської громади Людмила Даниліна у межах Європейських літніх ігор у польському Бидгощі здобула 🔥5️⃣ нагород, три з яких — в особистому заліку. Престижні змагання сере...;https://t.me/brovarycitycouncil/25972
@brovarycitycouncil;2026-07-13 07:42;⚽ Спорт;11 липня у парку відпочинку «Перемога» відбувся ІІІ етап Кубка України з богатирського багатоборства серед ветеранів, які зазнали травм, поранень або захворювань під час чи внаслідок виконання службових обов’язків у районі ведення бойових дій. Змаган...;https://t.me/brovarycitycouncil/25945
@brovarycitycouncil;2026-07-11 19:01;⚽ Спорт;Бровари стали місцем, де сила духу вкотре перемогла будь-які випробування. Наше місто приймало Кубок України з богатирського багатоборства серед ветеранів війни. Понад 110 учасників із усіх куточків України змагалися у 34 дисциплінах, демонструючи не...;https://t.me/brovarycitycouncil/25935
@brovarycitycouncil;2026-07-07 10:54;👐 Реабілітація;❓ Чи можуть лікарі приватних клінік та лікарі-ФОП формувати медичні висновки про тимчасову непрацездатність (МВТН)? Серед пацієнтів і навіть медичних працівників досі поширене переконання, що МВТН, на підставі якого формується е-Лікарняний, можуть ст...;https://t.me/brovarycitycouncil/25825
@brovarycitycouncil;2026-07-06 11:34;🚌 Транспорт;"🚖 В нашій громаді працює ""СОЦІАЛЬНЕ ТАКСІ"" ✅ За минулий тиждень надано 37 послуг ☝️ Загалом з початку роботи Соціального таксі виконано 1 897 замовлень 📝 На наступний тиждень вже заплановано 28 поїздок ❗️Нагадую – для попереднього формування графіку ...";https://t.me/brovarycitycouncil/25773
@brovarycitycouncil;2026-07-06 11:14;👐 Реабілітація;✨🔖В Україні триває інформаційна кампанія «Зміцнені» 🇺🇦 Її мета — пояснити кожному: реабілітація після травм, поранень чи операцій в Україні є доступною та безоплатною. 🏥Реабілітаційні послуги надаються в межах Програми медичних гарантій Вони базуютьс...;https://t.me/brovarycitycouncil/25771
@brovarycitycouncil;2026-07-03 11:09;⚽ Спорт;Ветеранський спорт: подавайте заяву з 1 липня 💪 Ветерани, ветеранки, учасники й учасниці бойових дій та люди з інвалідністю внаслідок війни, отримайте 1 500 грн на заняття спортом у III кварталі 2026 року. Важливо: з 1 до 20 липня подайте нову заяву ...;https://t.me/brovarycitycouncil/25748
@brovarycitycouncil;2026-07-02 13:51;⚽ Спорт | 🤝 Загальна безбар'єрність;Свідки при посвідченні заповіту: коли це обов’язково Плануєте скласти заповіт або допомагаєте це зробити близькій людині? Варто знати, що до посвідчення заповіту можна залучити свідків, а в деяких випадках їхня участь буде обов’язкова. Коли без свідк...;https://t.me/brovarycitycouncil/25719
@brovarycitycouncil;2026-07-02 07:08;⚽ Спорт;27 червня у Львові відбулися всеукраїнські змагання з адаптивних видів спорту «Сила сердець», які об'єднали понад 500 ветеранів війни, учасників бойових дій, військовослужбовців та представників силових структур з усієї України. Команда Київщини, яку...;https://t.me/brovarycitycouncil/25680
@brovarycitycouncil;2026-07-01 13:56;🤝 Загальна безбар'єрність;📢 Із 17 липня 2026 року набирають чинності зміни до державної програми доступного іпотечного кредитування «єОселя», які розширюють можливості для ветеранів, ветеранок та їхніх родин. Що змінюється? ✅ Право на компенсацію частини процентної ставки до ...;https://t.me/brovarycitycouncil/25671
@brovarycitycouncil;2026-07-01 12:35;🏗️ Інфраструктура | 🤝 Загальна безбар'єрність;Маломобільні групи населення: хто вони і чому важливо враховувати їхні потреби У повсякденному житті кожен може опинитися в ситуації, коли пересування чи отримання послуг стає складним. Саме для цього існує поняття маломобільних груп населення — люде...;https://t.me/brovarycitycouncil/25663
